CSI#,,SYMBOL,EXCHANGE,NAME,POINT VALUE,CONTRACT SIZE,UNIT OF MEASURE,CURRENCY,NORMAL MONTHS,SWITCHING MONTHS,START DATE,HOURS,BIAS,,TICK SIZE,FOOTNOTE,FULL POINT VALUE
908,,SN,FINEX,U.S. Dollar/Japanese Yen-Small,100 JPY,100000 JPY,JPY,JPY,"3,6,9,12",,20040213,19:00 - 15:00,,,0.005,,100000 JPY
909,,SV,FINEX,U.S. Dollar/Canadian Dollar-Small,1 CAD,100000 CAD,CAD,CAD,"3,6,9,12",,20040213,19:00 - 15:00,,,0.00005,,100000 CAD
912,,NK2,CME,Nikkei 225 Index(Floor Trading Only),5 USD,5 USD x Index,points,USD,"3,6,9,12",,19900925,08:30 - 15:15,,,5,,5 USD
913,,NIY,CME,Nikkei 225 Index-Yen(Floor+Electronic Combined),500 JPY,500 JPY x Index,points,JPY,"3,6,9,12","1,2,4,5,7,8,10,11",20040223,15:30 - 15:15,,,0.05,,50000 JPY
914,,OD,NYCE,Orange Juice Differential,1.50 USD,FCOJ-B / FCOJ-A Spread,0.01 USD / lb,USD,"1,3,5,7,9,11",,20040223,10:00 - 13:30,,,0.05,,150 USD
915,,HR,FINEX,Euro/Hungarian Forint,100 HUF,100000 EUR,HUF,HUF,"3,6,9,12",,20040226,19:00 - 15:00,,,0.00005,,10000000 HUF
916,,JM,NYMEX,Electricity PJM (Floor Trading Only),0.01 USD x contract size,19 days-760 MWh / 20 days-800 MWh / 21 days-840 MWh / 22 days-880 MWh / 23 days-920 MWh,USD / MWh,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20030411,08:00 - 14:30,,,0.05,,1 USD x contract size
917,,EDD,EURONEXT,Eurodollar (LIFFE),2.50 USD,1000000 USD,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040318,07:00 - 20:00,,,0.005,,2500 USD
918,,TII,MXN,Mexican TIIE,1 USD,100000 MXN,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040519,07:30 - 15:00,,,0.01,,100 USD
919,,VX,CFE,CBOE Volatility Index,1 USD,1000 USD x VBI,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040405,08:30 - 15:15,,,0.01,,1000 USD
920,,CI,CLEAR,Natural Gas-CIG Rocky Mountain,0.0001 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040420,15:15 - 14:30,5,,0.0001,,1 USD
921,,NB,CLEAR,Natural Gas-Chicago Basis,0.0001 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040420,15:15 - 14:30,5,,0.0001,,1 USD
922,,HB,CLEAR,Natural Gas-Henry Hub Basis,0.0001 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040420,15:15 - 14:30,5,,0.0001,,1 USD
923,,NJ,CLEAR,Natural Gas-San Juan Basis,0.0001 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040420,15:15 - 14:30,5,,0.0001,,1 USD
924,,NZ,CLEAR,Natural Gas-Transco Zone  6,0.0001 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040420,15:15 - 14:30,5,,0.0001,,1 USD
925,,NR,CLEAR,Natural Gas-NW Pipeline Rockies,0.0001 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040420,15:15 - 14:30,5,,0.0001,,1 USD
926,,NH,CLEAR,Natural Gas-Houston Ship Channel,0.0001 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040420,15:15 - 14:30,5,,0.0001,,1 USD
927,,PH,CLEAR,Natural Gas-Panhandle Basis,0.0001 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040420,15:15 - 14:30,5,,0.0001,,1 USD
928,,AW,CLEAR,Natural Gas-WAHA Basis,0.0001 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040420,15:15 - 14:30,5,,0.0001,,1 USD
929,,KN,CLEAR,Natural Gas- SUMAS Basis,0.0001 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040420,15:30 - 14:15,5,,0.0001,,1 USD
933,,JN,FINEX,Norwegian Krone/Swedish Krona,5 DKK,200000 NOK,DKK,DKK,"3,6,9,12",,20040507,03:00 - 15:00,,,0.00005,,500000 DKK
935,,JNL,OME,Nickel,1000 JPY,1000 kg,JPY / kg,JPY,"1,3,5,7,9,11",,20030725,09:50 - 15:50,,,1,,1000 JPY
936,,PG,CLEAR,Dominion Basis,0.0001 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040716,15:30 - 14:15,5,,0.0001,,1 USD
937,,PD,CLEAR,NGPL TEX/OK,0.0001 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040716,15:30 - 14:15,5,,0.0001,,1 USD
938,,NL,CLEAR,NGPL Mid Continent,0.0001 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040716,15:30 - 14:15,5,,0.0001,,1 USD
939,,NC,CLEAR,Natural Gas-SoCal Basis Swap,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040805,19:00 - 14:30,5,,0.0001,,2500 USD
940,,EN,CLEAR,Natural Gas-ANR Oklahoma Basis Swap,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20040805,19:00 - 14:30,5,,0.0001,,2500 USD
941,,IFS,MIF,MIB FTSE Index (S&P-June09),5 EUR,5 EUR x Index,points,EUR,"3,6,9,12",,19930319,09:00 - 17:40,,,1,,5 EUR
942,,IFM,MIF,MIB Index-Mini,1 EUR,1 EUR x Index,points,EUR,"3,6,9,12",,20040322,09:00 - 17:40,,,1,,1 EUR
943,,CCF,ZCE,Cotton #1,5 CNY,5 tonnes,CNY / tonne,CNY,"1,2,3,4,5,6,7,8,9,10,11,12",,20040601,09:00 - 15:00,,,5,,5 CNY
944,,SFU,SHFE,Fuel Oil,10 CNY,10 tonnes,CNY / tonne,CNY,"1,2,3,4,5,6,7,8,9,10,11,12",,20040825,09:00 - 15:00,,,1,,10 CNY
945,,DCC,DC,Corn,10 CNY,10 tonnes,CNY / tonne,CNY,"1,3,5,7,9,11",,20040922,09:00 - 15:00,,,1,,10 CNY
946,,NGQ,ICE,Natural Gas(Quarters) (IPE),0.00001 GBP / Therm,Variable Min 5 lots / 1000 Therm,GBP / Therm,GBP,"3,6,9,12",,20021231,08:00 - 17:00,,,0.01,,0.01 GBP / Therm
947,,NGS,ICE,Natural Gas(Seasons) (IPE),0.00001 GBP / Therm,Variable Min 5 lots / 1000 Therm,GPB / Therm,GBP,"3,9",,20030630,08:00 - 17:00,,,0.01,,0.01 GBP / Therm
948,,CX,CFE,CBOE China Index,1 USD,100 USD x Index,points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20041116,08:30 - 15:15,,,0.05,,100 USD
949,,VT,CFE,CBOE S&P 500 Index-3 Mth Variance,0.50 USD,50 USD x Index,points,USD,"3,6,9,12",,20041116,08:30 - 15:15,,,0.5,,50 USD
950,,PLZ,CME,Polish Zloty-U.S. Dollar,5 USD,500000 PLN,points,USD,"3,6,9,12",,20041116,17:00 - 16:00,,,0.00002,,500000 USD
951,,EPL,CME,Euro/Polish Zloty,5 EUR,500000 PLN,points,EUR,"3,6,9,12",,20041116,17:00 - 16:00,,,0.00002,,500000 EUR
952,,JVB,YCE,Vegetables,200 JPY,2000 kg,JPY / kg,JPY,"1,2,3,4,5,6,7,8,9,10,11,12",,20050204,09:30 - 15:30,,,0.1,,2000 JPY
953,,W20,WSE,WIG 20 Index,0.1 PLN,10 PLN x Index,points,PLN,"3,6,9,12",,20050203,09:00 - 16:10,,,1,,10 PLN
954,,SUF,SAFEX,Sunflower Seeds,5 ZAR,50 tonnes,ZAR / tonne,ZAR,"3,5,7,9,12",,20050203,09:00 - 12:00,,,1,,50 ZAR
955,,FSB,EUREX,DJ Banks STOXXSM600 Index,0.5 EUR,50 EUR x Index,points,EUR,"3,6,9,12",,20050203,09:00 - 12:00,,,0.1,,50 EUR
956,,O30,OMX,OMXS30 Index(Future) (SOM),1 SEK,100 SEK x Index,points,SEK,"1,2,3,4,5,6,7,8,9,10,11,12",,19921012,09:30 - 17:30,,,0.01,,100 SEK
957,,RI,MGE,Wheat Index-Soft Red Winter,6.25 USD,5000 bu,0.01 USD / bu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20050218,09:32 - 13:45,,,0.25,,50 USD
958,,SW,MGE,Wheat Index-Red Spring,6.25 USD,5000 bu,0.01 USD / bu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20050218,09:32 - 13:45,,,0.25,,50 USD
959,,EFE,EURONEXT,FTSE Eurofirst 80 Index (LIFFE),0.1 EUR,10 EUR x Index,points,EUR,"3,6,9,12",,20050308,08:00 - 17:30,,,1,,10 EUR
960,,EFP,EURONEXT,FTSE Eurofirst 100 Index (LIFFE),0.1 EUR,10 EUR x Index,points,EUR,"3,6,9,12",,20050308,08:00 - 17:30,,,1,,10 EUR
961,,P,NYCE,Pulp,0.20 USD,20 tonnes,USD / tonne,USD,"2,4,6,8,10,12",,20050304,08:00 - 09:30,,,0.25,,20 USD
962,,AC,CBT,Ethanol,29 USD,29000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20050323,18:00 - 13:15,,,0.001,,29000 USD
965,,BS,CBT,Soybeans-South American (Floor Trading Only),6.25 USD,5000 bu,0.01 USD / bu,USD,"1,3,5,7,8,9,11",,20050520,09:30 - 13:15,,,0.25,,50 USD
966,,BS2,CBT,Soybeans-South American (Floor+Electronic Combined),6.25 USD,5000 bu,0.01 USD / bu,USD,"1,3,5,7,8,9,11",,20050520,18:00 - 13:15,,,0.25,,50 USD
967,,QQQ,CME,ETF-Nasdaq 100(Electronic Only),2 USD,200 shares,USD / Share,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20050606,08:30 - 15:15,,,0.01,,200 USD
968,,SPY,CME,ETF-S&P Depositary Receipts(Electronic Only),1 USD,100 shares,USD / Share,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20050606,08:30 - 15:15,,,0.01,,100 USD
969,,IWM,CME,ETF-iShares Russell 2000(Electronic Only),1 USD,200 shares,USD / share,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20050620,08:30 - 15:15,,,0.01,,100 USD
970,,CRB,NYFE,Reuters Jefferies CRB Index,2 USD,200 USD x Index,points,USD,"3,6,9,12",,19940103,02:30 - 14:45,,,0.05,,200 USD
972,,DI2,BMF,Bank Deposits 1 Day as Rate,0.001 percent,100000 BRL,percent,BRL,"1,4,7,10",,20050922,10:00 - 16:45,,,0.001,,1 percent
973,,CB,CME,Butter-Cash Settled (Floor+Electronic Combined),2 USD,20000 lb,USD / 100 lb,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20050919,17:00 - 16:00,,,0.025,,200 USD
974,,HCP,CME,Eurozone HICP Index(Electronic Only),100 EUR,10000 EUR,points,EUR,"1,2,3,4,5,6,7,8,9,10,11,12",,20050919,,,,0.01,,10000 EUR
975,,RB,NYMEX,Gasoline-Reformulated Blendstock(Floor),4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,19841203,09:00 - 14:30,,,0.0001,,42000 USD
976,,RB2,NYMEX,Gasoline-Reformulated Blendstock(Combined),4.20 USD,42000 gal,USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,19841203,18:00 - 17:15,,,0.0001,,42000 USD
978,,RCI,CME,TRAKRS Rogers Intl Commodity Index(Electronic Only),0.01 USD,1 USD x Index,points,USD,"10",,20051104,08:30 - 15:00,,,0.01,,1 USD
979,,TDX,EUREX,TecDAX Index,0.01 EUR,10 EUR x Index,points,EUR,"3,6,9,12",,20051201,,,,1,,1 EUR
980,,CFI,ICE,ECX EUA Emissions (IPE),10 EUR,1000 tonnes,EUR / tonne,EUR,"3,6,9,12",,20051206,,,,0.01,,1000 EUR
983,,WEA,SAFEX,Wheat,5 ZAR,50 tonnes,ZAR / tonne,ZAR,"3,5,7,9,12",,20051212,09:00 - 12:00,,,0.2,,50 ZAR
984,,SOY,SAFEX,Soybeans,2.5 ZAR,25 tonnes,ZAR / tonne,ZAR,"3,5,7,9,12",,20051212,09:00 - 12:00,,,0.2,,25 ZAR
987,,E,FINEX,Euro Currency Index,1 EUR,1000 EUR x Index,points,EUR,"3,6,9,12",,20060113,,,,0.005,,1000 EUR
988,,QU,NYMEX,Gasoline-Reformulated Blendstock MiNY,2.10 USD,21000 gal,0.01 USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060117,18:00 - 17:15,,,0.0002,,21000 USD
989,,QH,NYMEX,Heating Oil MiNY,2.10 USD,21000 gal,0.01 USD / gal,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060117,18:00 - 17:15,,,0.0002,,21000 USD
990,,VD,CFE,DJIA Volatility Index,1 USD,1000 USD x (10 x Index),points,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060120,08:30 - 15:15,,,0.01,,1000 USD
991,,ICL,ICE,Crude Oil-WTI,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060203,01:00 - 22:00,,,0.01,,1000 USD
992,,IPC,MXN,IPC Index,100 MXN,0.10 MXN,points,MXN,"3,6,9,12",,20060223,07:30 - 15:00,,,1,,10000 MXN
993,,F2X,EUREX,Dax Index(Last Trade in Close Field),2.5 EUR,25 EUR x Index,points,EUR,"3,6,9,12",,19901123,09:30 - 16:00,,,0.5,,25 EUR
994,,S2E,EUREX,Dow Jones Euro Stoxx 50 Index(Last Trade in Close Field),1 EUR,10 EUR x Index,points,EUR,"3,6,9,12",,19980622,10:00 - 22:00,,,0.1,,10 EUR
995,,E2L,EUREX,Euro German Bund(Last Trade in Close Field),10 EUR,100000 EUR,percent,EUR,"3,6,9,12",,19901123,08:00 - 22:00,,,0.01,,1000 EUR
996,,E2M,EUREX,Euro German Bobl(Last Trade in Close Field),1 EUR,100000 EUR,percent,EUR,"3,6,9,12",,19911004,08:00 - 22:00,,,0.005,,1000 EUR
997,,E2S,EUREX,Euro German Schatz(Last Trade in Close Field),1 EUR,100000 EUR,percent,EUR,"3,6,9,12",,19970307,08:00 - 19:00,,,0.001,,1000 EUR
100002,,NDN,CLEAR,Natural Gas-ANR La Basis,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060524,,5,,0.0001,,2500 USD
100003,,PWN,CLEAR,Natural Gas-Centerpoint Basis,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060524,,5,,0.0001,,2500 USD
100004,,GLN,CLEAR,Natural Gas-Columbia Gulf Basis,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060524,,5,,0.0001,,2500 USD
100005,,FPN,CLEAR,Natural Gas-Florida XmitZ3 Basis,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060524,,5,,0.0001,,2500 USD
100006,,NYN,CLEAR,Natural Gas-NGPL LA Basis,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060524,,5,,0.0001,,2500 USD
100007,,PEN,CLEAR,Natural Gas-NNG Demarc Basis,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060524,,5,,0.0001,,2500 USD
100008,,SZN,CLEAR,Natural Gas-SONAT Basis,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060524,,5,,0.0001,,2500 USD
100009,,NMN,CLEAR,Natural Gas-Tennessee 500 Basis,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060524,,5,,0.0001,,2500 USD
100010,,NQN,CLEAR,Natural Gas-Tennessee 20 Basis,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060524,,5,,0.0001,,2500 USD
100011,,TBN,CLEAR,Natural Gas-TX Gas Zone SL Basis,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060524,,5,,0.0001,,2500 USD
100012,,TEN,CLEAR,Natural Gas-Tetco East LA Basis,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060524,,5,,0.0001,,2500 USD
100013,,TXN,CLEAR,Natural Gas-Tetco S Texas Basis,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060524,,5,,0.0001,,2500 USD
100014,,CZN,CLEAR,Natural Gas-Transco Zone 3 Basis,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060524,,5,,0.0001,,2500 USD
100015,,TRN,CLEAR,Natural Gas-Transco Zone 4 Basis,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060524,,5,,0.0001,,2500 USD
100016,,NUN,CLEAR,Natural Gas-Trunkline LA Basis,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060524,,5,,0.0001,,2500 USD
100017,,PFN,CLEAR,Natural Gas-Ventura Basis,0.25 USD,2500 mmBtu,USD / mmBtu,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060524,,5,,0.0001,,2500 USD
100018,,CUS,CME,Housing-Composite Index(Electronic Only),2.50 USD,250 USD x Index,points,USD,"2,5,8,11",,20060524,17:00 - 14:00,,,0.2,,250 USD
100019,,BOS,CME,Housing Index-Boston (Electronic Only),2.50 USD,250 USD x Index,points,USD,"2,5,8,11",,20060524,17:00 - 14:00,,,0.2,,250 USD
100020,,CHI,CME,Housing Index-Chicago (Electronic Only),2.50 USD,250 USD x Index,points,USD,"2,5,8,11",,20060524,17:00 - 14:00,,,0.2,,250 USD
100021,,DEN,CME,Housing Index-Denver (Electronic Only),2.50 USD,250 USD x Index,points,USD,"2,5,8,11",,20060524,17:00 - 14:00,,,0.2,,250 USD
100022,,LAV,CME,Housing Index-Las Vegas (Electronic Only),2.50 USD,250 USD x Index,points,USD,"2,5,8,11",,20060605,17:00 - 14:00,,,0.2,,250 USD
100023,,LAX,CME,Housing Index-Las Angeles (Electronic Only),2.50 USD,250 USD x Index,points,USD,"2,5,8,11",,20060524,17:00 - 14:00,,,0.2,,250 USD
100024,,MIA,CME,Housing Index-Miami (Electronic Only),2.50 USD,250 USD x Index,points,USD,"2,5,8,11",,20060524,17:00 - 14:00,,,0.2,,250 USD
100025,,NYM,CME,Housing Index-New York (Electronic Only),2.50 USD,250 USD x Index,points,USD,"2,5,8,11",,20060524,17:00 - 14:00,,,0.2,,250 USD
100026,,SDG,CME,Housing Index-San Diego (Electronic Only),2.50 USD,250 USD x Index,points,USD,"2,5,8,11",,20060524,17:00 - 14:00,,,0.2,,250 USD
100027,,SFR,CME,Housing Index-San Francisco (Electronic Only),2.50 USD,250 USD x Index,points,USD,"2,5,8,11",,20060524,17:00 - 14:00,,,0.2,,250 USD
100028,,WDC,CME,Housing Index-Washington DC (Electronic Only),2.50 USD,250 USD x Index,points,USD,"2,5,8,11",,20060524,17:00 - 14:00,,,0.2,,250 USD
100029,,EF2,CME,E-Mini MSCI EAFE Index(Electronic Only),0.50 USD,50 USD x Index,points,USD,"3,6,9,12",,20060616,15:30 - 15:15,,,0.1,,50 USD
100030,,BIO,CME,E-mini Nasdaq Bio Index(Electronic Only),0.50 USD,50 USD x Index,points,USD,"3,6,9,12",,20060616,15:30 - 15:15,,,0.1,,50 USD
100031,,SP5,CME,E-mini S&P Asia Index(Electronic Only),0.25 USD,25 USD x Index,points,USD,"3,6,9,12",,20060616,15:30 - 15:15,,,0.5,,25 USD
100032,,RS1,CME,E-mini Russell 1000 Index(Electronic Only),1 USD,100 USD x Index,points,USD,"3,6,9,12",,20060616,17:00 - 16:30,,,0.1,,100 USD
100033,,GIE,CME,GSCI Index Ex. Return (Electronic Only),1 USD,100 USD x Index,points,USD,"3,6,9,12",,20060616,17:00 - 16:00,,,0.1,,100 USD
100034,,BXY,CME,TRAKRS Bxy Index (Electronic Only),0.01 USD,1 USD x Index,points,USD,"4",,20060616,08:30 - 15:00,,,0.01,,1 USD
100035,,PCT,CME,TRAKRS PIMCO CRR Index(Electronic Only),0.01 USD,1 USD x Index,points,USD,"6",,20060628,08:30 - 15:00,,,0.01,,1 USD
100036,,YZ,FINEX,South African Rand/Euro,1 ZAR,100000 EUR,ZAR,ZAR,"3,6,9,12",,20060728,19:00 - 15:00,,,0.005,,1000 ZAR
100037,,QAF,FINEX,Australian Dollars/British Pound,1.25 AUD,125000 GBP,AUD,AUD,"3,6,9,12",,20060728,19:00 - 15:00,,,0.00005,,125000 AUD
100038,,GN,FINEX,New Zealand Dollar/British Pound,1.25 NZD,125000 GBP,NZD,NZD,"3,6,9,12",,20060728,19:00 - 15:00,,,0.00005,,125000 NZD
100039,,PC,FINEX,Canadian Dollars/British Pound,1.25 CAD,125000 GBP,CAD,CAD,"3,6,9,12",,20060728,19:00 - 15:00,,,0.00005,,125000 CAD
100040,,PK,FINEX,Norway Krone/British Pound,1.25 NOK,125000 GBP,NOK,NOK,"3,6,9,12",,20060728,19:00 - 15:00,,,0.00025,,125000 NOK
100041,,PZ,FINEX,South African Rand/British Pound,1.25 ZAR,125000 GBP,ZAR,ZAR,"3,6,9,12",,20060728,19:00 - 15:00,,,0.00025,,125000 ZAR
100042,,PS,FINEX,Swedish Krona/British Pound,1.25 SEK,125000 GBP,SEK,SEK,"3,6,9,12",,20060728,19:00 - 15:00,,,0.00025,,125000 SEK
100043,,ZJ,FINEX,Japanese Yen/New Zealand Dollar,200 JPY,200000 NZD,JPY,JPY,"3,6,9,12",,20060728,19:00 - 15:00,,,0.005,,200000 JPY
100044,,KY,FINEX,Japanese Yen/Norwegian Krone_FINEX,20 JPY,2000000 NOK,JPY,JPY,"3,6,9,12",,20060728,19:00 - 15:00,,,0.00025,,2000000 JPY
100045,,KJ,FINEX,Japenese Yen/Swedish Krona,20 JPY,2000000 SEK,JPY,JPY,"3,6,9,12",,20060728,19:00 - 15:00,,,0.00025,,2000000 JPY
100046,,PQ,NYMEX,Platinum-miNY,1 USD,10 toz,USD / toz,USD,"1,4,7,10",,20060807,18:00 - 17:15,,,0.5,,10 USD
100047,,LQ,NYMEX,Palladium-miNY,0.25 USD,25 toz,USD / toz,USD,"3,6,9,12",,20060807,18:00 - 17:15,,,0.25,,25 USD
100048,,S50,TFEX,Set 50 Index,10 THB,1000 THB x Index,points,THB,"3,6,9,12",,20060824,09:15 - 16:55,,,0.1,,1000 THB
100049,,RIX,RTS,RTS Index,0.02 USD,2 USD x Index,points,USD,"3,6,9,12",,20060823,10:30 - 18:45,,,5,,0.02 USD
100050,,SIX,RTS,RUB/USD,1 RUB,1000 USD,RUB,RUB,"3,6,9,12",,20060823,10:30 - 18:45,,,1,,1 RUB
100051,,CEC,OTOB,CECEEUR Index,0.05 EUR,5 EUR x Index,points,EUR,"1,2,3,4,5,6,7,8,9,10,11,12",,20060823,09:00 - 17:00,,,0.1,,5 EUR
100052,,BUX,BUD,BUX Index,1 HUF,100 HUF x Index,points,HUF,"1,2,3,4,5,6,7,8,9,10,11,12",,20060823,10:00 - 15:00,,,0.5,,100 HUF
100053,,RMB,CME,U.S. Dollar/Renminbi,0.00001 USD,1000000 CNY,USD,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060828,17:00 - 16:00,,,0.00001,,1 USD
100054,,RME,CME,Euro/Renminbi,0.00001 EUR,1000000 CNY,EUR,EUR,"1,2,3,4,5,6,7,8,9,10,11,12",,20060828,17:00 - 16:00,,,0.00001,,1 EUR
100055,,RMY,CME,Yen/Renminbi,0.001 JPY,1000000 CNY,JPY,JPY,"1,2,3,4,5,6,7,8,9,10,11,12",,20060828,17:00 - 16:00,,,0.001,,1 JPY
100056,,AXJ,ASX,S&P/ASX Index-Mini 200,1 AUD,10 AUD x Index,points,AUD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060908,06:00 - 20:00,,,1,,10 AUD
100057,,HZ,NYMEX,Fuel Oil-Singapore,1 USD,100 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060929,18:00 - 17:15,,,0.01,,100 USD
100058,,KWR,CME,Korean Won,12.50 USD,125000000 KRW,USD / 100 KRW,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20060918,17:00 - 16:00,,,0.0001,,125000 USD
100059,,JNM,OSE,Nikkei 225 Index-Mini  (Floor+Evening Combined),100 JPY,100 JPY x Index,points,JPY,"3,6,9,12",,20060927,09:00 - 15:10,,,5,,100 JPY
100060,,RA,CME,SA Rand (Floor+ Electronic Combined),5 USD,500000 ZAR,USD,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,19970507,17:00 - 16:00,,,0.000025,,500000 USD
100061,,RA1,CME,SA Rand (Electronic Combined),5 USD,500000 Rand,USD / Rand,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061002,17:00 - 16:00,,,0.000025,,500000 USD
100062,,NE,CME,New Zealand Dollar (Floor+Electronic Combined),10 USD,100000 NZD,USD / NZD,USD,"3,6,9,12",,19970507,17:00 - 16:00,,,0.0001,,100000 USD
100063,,NE1,CME,New Zealand Dollar (Electronic),10 USD,100000 NZD,USD / NZD,USD,"3,6,9,12",,20061002,17:00 - 16:00,,,0.0001,,100000 USD
100064,,RU,CME,RX-Russian Ruble (Floor+Electronic Combined),25 USD,2500000 RUB,USD,USD,"3,6,9,12",,20061002,17:00 - 16:00,,,0.00001,,2500000 USD
100065,,RU1,CME,RX-Russian Ruble (Electronic),25 USD,2500000 RUB,USD,USD,"3,6,9,12",,20061002,17:00 - 16:00,,,0.00001,,2500000 USD
100066,,KW2,KCBT,Wheat (Floor+Electronic Combined),6.25 USD,5000 bu,0.01 USD / bu,USD,"3,5,7,9,12",,19660516,18:32 - 13:15,,,0.25,,50 USD
100067,,KE,KCBT,Wheat(Electronic),6.25 USD,5000 bu,0.01 USD / bu,USD,"3,5,7,9,12",,20061002,18:32 - 13:15,,,0.25,,50 USD
100068,,DCN,CLEAR,Dubai Crude Cal Swap,10 USD,1000 bbl,USD / bbl,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061012,18:00 - 17:15,,,0.01,,1000 USD
100069,,UAN,CLEAR,Singapore Fuel 180 Swap,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061012,18:00 - 17:15,,,0.01,,1000 USD
100070,,SEN,CLEAR,Singapore Fuel 380 Swap,10 USD,1000 tonnes,USD / tonne,USD,"1,2,3,4,5,6,7,8,9,10,11,12",,20061012,18:00 - 17:15,,,0.01,,1000 USD
